country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","11-02-2026 10:00:00",12.951913,77.539784,NH3,NA,NA,NA
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","11-02-2026 10:00:00",11.55358,76.55521,NH3,1,2,2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","11-02-2026 10:00:00",13.428828,77.731418,PM2.5,NA,NA,NA
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","11-02-2026 10:00:00",13.428828,77.731418,NH3,4,7,6
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","11-02-2026 10:00:00",13.328028,75.797056,NO2,20,28,23
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","11-02-2026 10:00:00",15.459706,75.008381,SO2,7,10,9
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","11-02-2026 10:00:00",15.459706,75.008381,CO,46,109,60
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","11-02-2026 10:00:00",13.940000,75.555917,PM10,45,71,48
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","11-02-2026 10:00:00",13.940000,75.555917,OZONE,13,81,26
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","11-02-2026 10:00:00",13.377516,77.099072,SO2,26,27,26
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","11-02-2026 10:00:00",16.802639,75.722694,PM10,61,63,62
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","11-02-2026 10:00:00",10.073232,76.302765,PM10,72,108,93
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","11-02-2026 10:00:00",10.073232,76.302765,SO2,1,1,1
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","11-02-2026 10:00:00",12.9756843,77.5660749,CO,71,80,76
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","11-02-2026 10:00:00",13.029152,77.585901,NO2,39,50,46
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","11-02-2026 10:00:00",12.920984,77.584908,NO2,8,59,30
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","11-02-2026 10:00:00",12.920984,77.584908,SO2,5,15,9
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","11-02-2026 10:00:00",12.920984,77.584908,CO,9,60,22
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","11-02-2026 10:00:00",13.003872,77.664217,NH3,4,5,5
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","11-02-2026 10:00:00",30.1480566,77.2893471,NH3,NA,NA,NA
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","11-02-2026 10:00:00",30.1480566,77.2893471,OZONE,NA,NA,NA
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","11-02-2026 10:00:00",34.06313,74.96017,SO2,3,4,3
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","11-02-2026 10:00:00",34.066206,74.819820,OZONE,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","11-02-2026 10:00:00",23.80569,86.44268,PM2.5,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","11-02-2026 10:00:00",28.52123,76.37138,CO,31,40,35
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","11-02-2026 10:00:00",29.536400,75.015800,NO2,NA,NA,NA
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","11-02-2026 10:00:00",29.536400,75.015800,NH3,NA,NA,NA
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","11-02-2026 10:00:00",29.027200,77.062100,SO2,3,9,7
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","11-02-2026 10:00:00",28.360699,76.936090,CO,12,48,30
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","11-02-2026 10:00:00",28.3153,76.9143,PM2.5,5,363,62
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","11-02-2026 10:00:00",20.939198,77.765701,CO,27,72,37
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","11-02-2026 10:00:00",20.939198,77.765701,OZONE,21,83,46
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","11-02-2026 10:00:00",19.875620,75.387310,PM2.5,60,170,101
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","11-02-2026 10:00:00",19.875620,75.387310,PM10,56,172,101
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","11-02-2026 10:00:00",19.8389439,75.244448,SO2,16,25,18
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","11-02-2026 10:00:00",19.8389439,75.244448,OZONE,2,115,31
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-02-2026 10:00:00",19.863756,75.321188,PM10,83,437,138
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-02-2026 10:00:00",19.863756,75.321188,NH3,1,3,2
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-02-2026 10:00:00",19.863756,75.321188,SO2,5,17,11
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-02-2026 10:00:00",19.863756,75.321188,CO,30,102,38
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-02-2026 10:00:00",19.16485,73.23409,PM10,91,187,130
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-02-2026 10:00:00",19.16485,73.23409,SO2,5,18,10
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-02-2026 10:00:00",19.0243902,73.0406721,SO2,20,32,24
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","11-02-2026 10:00:00",11.875000,75.373200,PM10,72,96,75
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","11-02-2026 10:00:00",11.875000,75.373200,NO2,15,16,15
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","11-02-2026 10:00:00",11.875000,75.373200,SO2,3,4,3
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","11-02-2026 10:00:00",11.875000,75.373200,OZONE,28,32,28
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","11-02-2026 10:00:00",8.8787,76.6073,PM10,72,111,81
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","11-02-2026 10:00:00",8.563700,76.886500,NO2,6,9,8
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","11-02-2026 10:00:00",8.5149093,76.9435879,OZONE,12,78,46
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","11-02-2026 10:00:00",10.532400,76.215900,NO2,7,8,7
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","11-02-2026 10:00:00",10.532400,76.215900,OZONE,29,30,29
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-02-2026 10:00:00",23.264759,77.381568,PM10,83,154,127
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-02-2026 10:00:00",23.264759,77.381568,CO,26,70,34
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","11-02-2026 10:00:00",24.58434363,80.8549414,OZONE,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-02-2026 10:00:00",24.108970,82.645580,PM2.5,60,338,182
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-02-2026 10:00:00",24.108970,82.645580,NO2,3,27,13
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-02-2026 10:00:00",24.108970,82.645580,SO2,44,110,68
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","11-02-2026 10:00:00",23.1633321,75.800225,SO2,3,13,8
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-02-2026 10:00:00",19.10122,74.73339,PM10,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","11-02-2026 10:00:00",20.719516,77.000253,CO,17,50,19
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","11-02-2026 10:00:00",20.9402359,77.7895248,NO2,NA,NA,NA
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","11-02-2026 10:00:00",20.9402359,77.7895248,NH3,NA,NA,NA
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","11-02-2026 10:00:00",20.9402359,77.7895248,CO,NA,NA,NA
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-02-2026 10:00:00",19.0243902,73.0406721,OZONE,1,84,13
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-02-2026 10:00:00",19.309073,73.057223,OZONE,13,97,17
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","11-02-2026 10:00:00",19.786089,72.757971,CO,14,54,26
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","11-02-2026 10:00:00",19.786089,72.757971,OZONE,15,140,27
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","11-02-2026 10:00:00",19.962900,79.298714,PM10,46,165,110
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","11-02-2026 10:00:00",19.962900,79.298714,OZONE,25,26,26
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","11-02-2026 10:00:00",19.9775302,79.2337086,OZONE,17,19,18
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","11-02-2026 10:00:00",20.918946,74.776388,NO2,11,27,17
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","11-02-2026 10:00:00",20.918946,74.776388,SO2,1,13,6
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","11-02-2026 10:00:00",23.210494,77.425409,NH3,18,31,24
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","11-02-2026 10:00:00",23.210494,77.425409,SO2,4,18,11
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-02-2026 10:00:00",23.233584,77.400574,PM10,102,285,141
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-02-2026 10:00:00",23.233584,77.400574,NH3,6,7,7
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","11-02-2026 10:00:00",23.81748678,79.446246,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","11-02-2026 10:00:00",23.81748678,79.446246,PM10,11,44,22
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","11-02-2026 10:00:00",23.81748678,79.446246,CO,NA,NA,NA
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","11-02-2026 10:00:00",26.203442,78.193251,SO2,14,22,17
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","11-02-2026 10:00:00",26.259242,78.216432,PM2.5,29,208,93
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","11-02-2026 10:00:00",22.7084,75.8815,NO2,20,37,28
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-02-2026 10:00:00",23.163174,79.973061,PM10,40,127,61
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-02-2026 10:00:00",23.163174,79.973061,NH3,2,2,2
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-02-2026 10:00:00",23.163174,79.973061,SO2,4,7,5
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","11-02-2026 10:00:00",23.142888,79.916147,PM2.5,28,104,64
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","11-02-2026 10:00:00",23.142888,79.916147,SO2,15,24,19
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","11-02-2026 10:00:00",23.168606,79.932247,PM10,62,174,105
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","11-02-2026 10:00:00",23.168606,79.932247,NO2,16,60,31
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","11-02-2026 10:00:00",23.168606,79.932247,CO,76,130,95
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","11-02-2026 10:00:00",19.854616,75.905894,PM2.5,NA,NA,NA
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","11-02-2026 10:00:00",19.854616,75.905894,OZONE,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","11-02-2026 10:00:00",19.25292,73.142019,PM10,53,112,82
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","11-02-2026 10:00:00",19.192056,72.9585188,OZONE,3,26,15
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","11-02-2026 10:00:00",16.6870449,74.2505872,CO,9,44,33
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","11-02-2026 10:00:00",16.7143745,74.2426398,OZONE,2,53,12
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","11-02-2026 10:00:00",18.39963,76.57452,PM10,55,101,81
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","11-02-2026 10:00:00",26.259242,78.216432,NH3,8,15,11
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","11-02-2026 10:00:00",26.259242,78.216432,OZONE,39,122,58
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","11-02-2026 10:00:00",22.7289,75.8076,NO2,43,84,64
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","11-02-2026 10:00:00",22.7289,75.8076,CO,2,20,13
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-02-2026 10:00:00",22.4310,75.5213,NH3,9,15,13
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-02-2026 10:00:00",22.4310,75.5213,CO,44,121,88
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","11-02-2026 10:00:00",22.7524,75.8872,OZONE,19,22,19
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","11-02-2026 10:00:00",23.50016,80.23284,OZONE,34,119,61
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","11-02-2026 10:00:00",23.108440,77.511428,NO2,74,187,125
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","11-02-2026 10:00:00",23.108440,77.511428,SO2,1,32,16
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","11-02-2026 10:00:00",22.624758,75.675238,PM10,105,371,197
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","11-02-2026 10:00:00",22.624758,75.675238,NO2,34,50,42
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","11-02-2026 10:00:00",22.624758,75.675238,CO,15,56,26
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","11-02-2026 10:00:00",19.173852,77.296291,OZONE,33,198,45
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","11-02-2026 10:00:00",20.0073285,73.7762427,PM10,65,143,102
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","11-02-2026 10:00:00",20.0073285,73.7762427,SO2,1,8,3
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","11-02-2026 10:00:00",20.021503,73.813844,PM2.5,65,176,96
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","11-02-2026 10:00:00",20.021503,73.813844,PM10,64,160,94
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-02-2026 10:00:00",19.950220,73.731480,PM10,67,147,103
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-02-2026 10:00:00",19.950220,73.731480,NH3,2,4,4
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.090337,73.014232,PM10,80,128,106
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.090337,73.014232,NO2,22,78,43
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.090337,73.014232,CO,24,78,27
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.1135051,73.008978,PM10,108,167,126
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","11-02-2026 10:00:00",19.23241,72.86895,PM10,106,147,123
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","11-02-2026 10:00:00",19.23241,72.86895,CO,78,94,83
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","11-02-2026 10:00:00",19.23241,72.86895,OZONE,17,63,30
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","11-02-2026 10:00:00",19.2243333,72.8658113,PM2.5,41,56,51
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","11-02-2026 10:00:00",19.2243333,72.8658113,NH3,1,8,5
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","11-02-2026 10:00:00",18.9767,72.8380,PM10,80,117,94
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","11-02-2026 10:00:00",19.11074,72.86084,PM2.5,108,200,164
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","11-02-2026 10:00:00",19.10078,72.87462,PM10,115,147,130
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","11-02-2026 10:00:00",19.10078,72.87462,SO2,19,24,21
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","11-02-2026 10:00:00",19.1653323,72.922099,NH3,5,7,6
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","11-02-2026 10:00:00",19.1653323,72.922099,CO,14,27,17
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","11-02-2026 10:00:00",19.0863,72.8888,SO2,36,37,37
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","11-02-2026 10:00:00",19.19709,72.82204,PM10,111,175,127
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-02-2026 10:00:00",18.96702,72.84214,PM2.5,76,199,112
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-02-2026 10:00:00",18.96702,72.84214,NH3,12,18,15
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-02-2026 10:00:00",18.96702,72.84214,OZONE,7,76,12
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","11-02-2026 10:00:00",19.1878657,72.8304069,SO2,23,39,30
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","11-02-2026 10:00:00",19.1750,72.9419,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","11-02-2026 10:00:00",19.10861,72.83622,CO,21,24,22
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","11-02-2026 10:00:00",21.121801,79.04952,NO2,13,111,43
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-02-2026 10:00:00",21.14472,79.107595,SO2,9,90,42
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-02-2026 10:00:00",21.14472,79.107595,OZONE,3,38,8
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","11-02-2026 10:00:00",21.152875,79.0517531,OZONE,2,62,8
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","11-02-2026 10:00:00",21.143383,79.048912,SO2,11,103,32
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","11-02-2026 10:00:00",19.173852,77.296291,PM10,80,167,119
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","11-02-2026 10:00:00",19.173852,77.296291,CO,16,28,19
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","11-02-2026 10:00:00",18.910000,72.820000,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","11-02-2026 10:00:00",18.910000,72.820000,CO,62,70,68
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","11-02-2026 10:00:00",19.04946,72.9230,CO,24,94,40
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-02-2026 10:00:00",19.083694,72.920967,PM10,128,150,136
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","11-02-2026 10:00:00",19.205800,72.868200,OZONE,17,18,18
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","11-02-2026 10:00:00",19.215859,72.831718,PM2.5,63,107,85
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","11-02-2026 10:00:00",19.215859,72.831718,NH3,1,2,2
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","11-02-2026 10:00:00",19.296481,72.840923,SO2,14,19,16
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","11-02-2026 10:00:00",19.065931,72.862131,PM10,92,197,134
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","11-02-2026 10:00:00",19.065931,72.862131,NH3,6,6,6
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","11-02-2026 10:00:00",18.897756,72.813320,SO2,4,80,26
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-02-2026 10:00:00",19.060498,72.923356,NO2,16,16,16
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-02-2026 10:00:00",19.060498,72.923356,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-02-2026 10:00:00",19.060498,72.923356,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-02-2026 10:00:00",19.060498,72.923356,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","11-02-2026 10:00:00",19.000083,72.813993,NO2,27,105,46
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","11-02-2026 10:00:00",19.047000,72.874600,NO2,31,40,33
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0575752,73.0151367,PM2.5,60,171,93
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.02579,73.10297,CO,2,18,7
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0630,73.1209,PM10,93,121,103
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","11-02-2026 10:00:00",19.265594,76.761463,PM2.5,56,160,102
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","11-02-2026 10:00:00",19.265594,76.761463,NH3,3,5,4
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","11-02-2026 10:00:00",18.39963,76.57452,OZONE,15,59,29
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","11-02-2026 10:00:00",20.555712,74.529236,PM10,113,402,161
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","11-02-2026 10:00:00",22.18972222,84.86277778,SO2,NA,NA,NA
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","11-02-2026 10:00:00",22.220833,84.809444,PM10,48,217,135
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","11-02-2026 10:00:00",22.220833,84.809444,NO2,15,31,16
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,PM10,55,370,166
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,NO2,27,73,52
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,SO2,1,49,14
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","11-02-2026 10:00:00",21.869985,85.167016,NO2,29,90,63
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","11-02-2026 10:00:00",21.869985,85.167016,CO,26,48,30
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","11-02-2026 10:00:00",21.869985,85.167016,OZONE,13,83,16
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","11-02-2026 10:00:00",11.9309,79.8027,SO2,4,12,8
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","11-02-2026 10:00:00",31.620000,74.876512,PM10,27,355,93
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","11-02-2026 10:00:00",30.233011,74.907758,PM2.5,31,163,91
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","11-02-2026 10:00:00",30.233011,74.907758,CO,75,80,77
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","11-02-2026 10:00:00",31.321907,75.578914,PM2.5,62,220,119
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","11-02-2026 10:00:00",31.321907,75.578914,SO2,16,17,17
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","11-02-2026 10:00:00","30.736056 ",76.209694,NH3,7,7,7
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","11-02-2026 10:00:00",30.9028,75.8086,PM10,92,148,126
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","11-02-2026 10:00:00",30.9028,75.8086,CO,54,101,63
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","11-02-2026 10:00:00",30.649961,76.331442,PM10,83,473,184
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","11-02-2026 10:00:00",30.649961,76.331442,NO2,23,24,24
