country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","11-02-2026 10:00:00",18.39963,76.57452,CO,10,69,28
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","11-02-2026 10:00:00",18.1023399,73.4783687,SO2,2,91,21
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","11-02-2026 10:00:00",18.1023399,73.4783687,CO,16,44,32
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","11-02-2026 10:00:00",19.8389439,75.244448,PM10,72,126,98
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-02-2026 10:00:00",19.863756,75.321188,PM2.5,70,412,134
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-02-2026 10:00:00",19.16485,73.23409,NO2,10,36,25
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-02-2026 10:00:00",19.16485,73.23409,CO,18,38,28
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-02-2026 10:00:00",19.16485,73.23409,OZONE,12,84,16
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-02-2026 10:00:00",19.0243902,73.0406721,PM10,129,217,162
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-02-2026 10:00:00",19.0243902,73.0406721,NO2,8,58,28
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-02-2026 10:00:00",19.0243902,73.0406721,NH3,1,1,1
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-02-2026 10:00:00",19.309073,73.057223,NH3,3,8,5
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-02-2026 10:00:00",19.309073,73.057223,CO,23,46,39
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","11-02-2026 10:00:00",19.786089,72.757971,PM2.5,1,96,37
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","11-02-2026 10:00:00",8.8787,76.6073,NH3,1,1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","11-02-2026 10:00:00",8.563700,76.886500,PM10,32,147,96
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","11-02-2026 10:00:00",8.563700,76.886500,CO,8,24,21
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","11-02-2026 10:00:00",10.532400,76.215900,SO2,1,1,1
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-02-2026 10:00:00",23.264759,77.381568,PM2.5,65,167,110
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-02-2026 10:00:00",23.264759,77.381568,NH3,4,6,6
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-02-2026 10:00:00",23.233584,77.400574,PM2.5,65,213,105
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","11-02-2026 10:00:00",22.7289,75.8076,PM10,74,161,101
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","11-02-2026 10:00:00",22.7289,75.8076,OZONE,6,19,10
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-02-2026 10:00:00",22.4310,75.5213,PM2.5,62,296,154
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-02-2026 10:00:00",22.4310,75.5213,PM10,94,214,146
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","11-02-2026 10:00:00",22.7524,75.8872,NO2,10,25,18
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","11-02-2026 10:00:00",22.6780,75.8559,CO,12,66,56
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","11-02-2026 10:00:00",22.7084,75.8815,SO2,2,4,3
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","11-02-2026 10:00:00",22.7084,75.8815,CO,29,110,80
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","11-02-2026 10:00:00",22.624758,75.675238,NH3,NA,NA,NA
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","11-02-2026 10:00:00",23.331731,75.045981,PM10,81,192,123
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","11-02-2026 10:00:00",23.331731,75.045981,SO2,38,45,41
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","11-02-2026 10:00:00",23.838586,78.759431,PM10,52,112,78
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","11-02-2026 10:00:00",23.838586,78.759431,NH3,1,4,2
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-02-2026 10:00:00",24.108970,82.645580,PM10,115,349,194
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","11-02-2026 10:00:00",23.168606,79.932247,OZONE,17,96,30
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","11-02-2026 10:00:00",23.218135,79.957770,PM2.5,28,112,66
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","11-02-2026 10:00:00",23.218135,79.957770,CO,42,113,73
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","11-02-2026 10:00:00",23.50016,80.23284,NO2,19,36,31
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","11-02-2026 10:00:00",23.108440,77.511428,NH3,1,3,2
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","11-02-2026 10:00:00",23.1633321,75.800225,PM2.5,85,357,215
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","11-02-2026 10:00:00",23.1633321,75.800225,CO,40,118,102
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-02-2026 10:00:00",19.10122,74.73339,OZONE,3,128,27
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","11-02-2026 10:00:00",20.719516,77.000253,NH3,2,8,5
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","11-02-2026 10:00:00",20.719516,77.000253,OZONE,7,79,31
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","11-02-2026 10:00:00",22.9682591,76.064118,NH3,6,8,6
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","11-02-2026 10:00:00",26.203442,78.193251,PM10,37,119,77
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","11-02-2026 10:00:00",26.259242,78.216432,SO2,2,17,8
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","11-02-2026 10:00:00",26.200388,78.147714,NH3,2,5,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","11-02-2026 10:00:00",18.9767,72.8380,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","11-02-2026 10:00:00",18.9767,72.8380,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","11-02-2026 10:00:00",19.11074,72.86084,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","11-02-2026 10:00:00",19.0364585,72.8954371,PM10,103,125,112
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","11-02-2026 10:00:00",19.0364585,72.8954371,NO2,32,74,46
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","11-02-2026 10:00:00",19.0364585,72.8954371,SO2,6,29,17
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","11-02-2026 10:00:00",19.0364585,72.8954371,CO,46,96,58
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","11-02-2026 10:00:00",19.10078,72.87462,OZONE,7,8,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","11-02-2026 10:00:00",18.910000,72.820000,OZONE,11,11,11
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","11-02-2026 10:00:00",19.04946,72.9230,PM2.5,65,174,107
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","11-02-2026 10:00:00",19.04946,72.9230,SO2,3,13,7
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-02-2026 10:00:00",19.083694,72.920967,PM2.5,92,139,111
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-02-2026 10:00:00",19.950220,73.731480,PM2.5,47,110,67
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-02-2026 10:00:00",19.950220,73.731480,CO,20,34,31
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","11-02-2026 10:00:00",19.9591346,73.7788008,PM10,76,152,99
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","11-02-2026 10:00:00",19.9591346,73.7788008,NO2,8,43,17
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.1135051,73.008978,NO2,84,86,85
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.1135051,73.008978,OZONE,7,11,10
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.008751,73.016620,NO2,67,69,68
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0575752,73.0151367,NO2,14,14,14
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0575752,73.0151367,CO,28,122,40
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","11-02-2026 10:00:00",19.000084,72.856730,PM2.5,70,190,109
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","11-02-2026 10:00:00",19.000084,72.856730,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-02-2026 10:00:00",19.060498,72.923356,PM2.5,50,83,68
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","11-02-2026 10:00:00",19.000083,72.813993,OZONE,15,83,30
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","11-02-2026 10:00:00",19.10861,72.83622,PM10,84,149,115
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","11-02-2026 10:00:00",21.121801,79.04952,PM10,105,194,135
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","11-02-2026 10:00:00",21.121801,79.04952,CO,14,136,45
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-02-2026 10:00:00",21.14472,79.107595,PM2.5,122,243,183
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-02-2026 10:00:00",21.14472,79.107595,NH3,6,9,8
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","11-02-2026 10:00:00",21.143383,79.048912,PM2.5,99,199,150
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","11-02-2026 10:00:00",21.143383,79.048912,NH3,4,4,4
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","11-02-2026 10:00:00",21.143383,79.048912,OZONE,5,73,15
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","11-02-2026 10:00:00",19.173852,77.296291,NO2,8,59,22
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","11-02-2026 10:00:00",20.0073285,73.7762427,CO,20,22,22
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","11-02-2026 10:00:00",20.0073285,73.7762427,OZONE,8,47,47
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","11-02-2026 10:00:00",20.021503,73.813844,OZONE,4,95,29
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0630,73.1209,SO2,6,9,8
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-02-2026 10:00:00",19.0630,73.1209,CO,6,40,15
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","11-02-2026 10:00:00",18.63673,73.82487,CO,24,101,68
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","11-02-2026 10:00:00",18.63673,73.82487,OZONE,32,33,32
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","11-02-2026 10:00:00",18.59051,73.77946,CO,32,106,71
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","11-02-2026 10:00:00",18.614767,73.799516,NO2,22,124,65
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-02-2026 10:00:00",19.083694,72.920967,NO2,52,121,77
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-02-2026 10:00:00",19.083694,72.920967,CO,16,52,25
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-02-2026 10:00:00",19.083694,72.920967,OZONE,1,76,4
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","11-02-2026 10:00:00",19.205800,72.868200,NO2,30,30,30
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","11-02-2026 10:00:00",19.205800,72.868200,SO2,23,27,25
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","11-02-2026 10:00:00",19.215859,72.831718,OZONE,10,88,17
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","11-02-2026 10:00:00",19.1653323,72.922099,OZONE,38,92,52
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","11-02-2026 10:00:00",19.19709,72.82204,NH3,6,14,8
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","11-02-2026 10:00:00",19.19709,72.82204,CO,10,50,20
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","11-02-2026 10:00:00",19.19709,72.82204,OZONE,43,80,58
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-02-2026 10:00:00",18.96702,72.84214,PM10,98,147,112
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-02-2026 10:00:00",18.96702,72.84214,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","11-02-2026 10:00:00",19.137500,72.915056,PM2.5,56,168,71
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-02-2026 10:00:00",19.053536,72.84643,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","11-02-2026 10:00:00",19.065931,72.862131,PM2.5,62,180,113
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","11-02-2026 10:00:00",19.065931,72.862131,SO2,5,10,7
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","11-02-2026 10:00:00",19.065931,72.862131,OZONE,2,84,2
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","11-02-2026 10:00:00",19.23241,72.86895,NH3,2,7,4
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","11-02-2026 10:00:00",18.614767,73.799516,OZONE,1,46,7
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","11-02-2026 10:00:00",18.501793,73.927532,CO,47,103,91
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","11-02-2026 10:00:00",18.454450,73.854155,PM10,97,131,111
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","11-02-2026 10:00:00",18.573040,73.927715,PM2.5,64,342,232
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,NH3,6,8,7
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,CO,6,104,82
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","11-02-2026 10:00:00",20.9360711,85.1707021,OZONE,27,119,38
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","11-02-2026 10:00:00",21.869985,85.167016,PM2.5,5,61,37
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","11-02-2026 10:00:00",11.9309,79.8027,PM2.5,66,152,85
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","11-02-2026 10:00:00",11.9309,79.8027,PM10,67,110,79
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","11-02-2026 10:00:00",11.9309,79.8027,NO2,NA,NA,NA
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","11-02-2026 10:00:00",31.620000,74.876512,PM2.5,20,339,80
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","11-02-2026 10:00:00",31.620000,74.876512,NH3,5,11,8
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","11-02-2026 10:00:00",30.233011,74.907758,PM10,54,175,112
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","11-02-2026 10:00:00",31.321907,75.578914,NH3,3,5,4
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","11-02-2026 10:00:00",31.321907,75.578914,CO,48,54,51
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","11-02-2026 10:00:00","30.736056 ",76.209694,PM2.5,65,99,84
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","11-02-2026 10:00:00",25.339605,74.618883,PM10,59,179,117
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","11-02-2026 10:00:00",25.339605,74.618883,NO2,11,81,38
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","11-02-2026 10:00:00",25.339605,74.618883,NH3,3,8,4
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","11-02-2026 10:00:00",25.339605,74.618883,CO,11,94,41
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","11-02-2026 10:00:00",28.194909,76.862296,NH3,5,20,12
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","11-02-2026 10:00:00",28.194909,76.862296,SO2,17,39,30
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","11-02-2026 10:00:00",28.194909,76.862296,OZONE,8,67,16
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","11-02-2026 10:00:00",28.018792,73.292658,NO2,12,48,28
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","11-02-2026 10:00:00",28.018792,73.292658,CO,20,54,40
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","11-02-2026 10:00:00",28.018792,73.292658,OZONE,38,153,46
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","11-02-2026 10:00:00",25.435774,75.644272,NH3,5,7,7
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","11-02-2026 10:00:00",24.892047,74.623527,PM2.5,77,308,166
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","11-02-2026 10:00:00",24.892047,74.623527,PM10,69,197,135
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","11-02-2026 10:00:00","30.736056 ",76.209694,PM10,73,116,96
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","11-02-2026 10:00:00","30.736056 ",76.209694,NO2,26,30,28
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","11-02-2026 10:00:00","30.736056 ",76.209694,CO,31,60,50
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","11-02-2026 10:00:00",30.9028,75.8086,NH3,8,10,9
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","11-02-2026 10:00:00",30.9028,75.8086,OZONE,18,36,32
India,Punjab,Patiala,"Model Town, Patiala - PPCB","11-02-2026 10:00:00",30.349388,76.366642,NO2,16,19,18
India,Punjab,Patiala,"Model Town, Patiala - PPCB","11-02-2026 10:00:00",30.349388,76.366642,CO,9,103,28
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","11-02-2026 10:00:00",31.0325454,76.5623046,PM10,15,94,50
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","11-02-2026 10:00:00",26.470859,74.646594,SO2,6,7,6
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","11-02-2026 10:00:00",21.643900,85.599355,OZONE,5,95,16
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","11-02-2026 10:00:00",21.847279,85.416905,PM10,52,371,143
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","11-02-2026 10:00:00",21.847279,85.416905,NH3,6,7,6
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","11-02-2026 10:00:00",22.265816,86.174829,PM10,12,141,97
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","11-02-2026 10:00:00",22.18972222,84.86277778,CO,NA,NA,NA
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","11-02-2026 10:00:00",22.220833,84.809444,PM2.5,60,178,128
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","11-02-2026 10:00:00",22.220833,84.809444,NH3,1,3,2
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","11-02-2026 10:00:00",22.24500000,84.88111111,PM2.5,40,79,54
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","11-02-2026 10:00:00",19.222279,72.957979,NH3,6,6,6
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","11-02-2026 10:00:00",19.222279,72.957979,CO,7,38,23
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","11-02-2026 10:00:00",19.235581,73.159121,NO2,10,36,24
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","11-02-2026 10:00:00",19.235581,73.159121,CO,16,50,22
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","11-02-2026 10:00:00",19.4458210,72.7988231,SO2,12,40,25
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","11-02-2026 10:00:00",25.5586,91.8985,CO,8,47,18
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","11-02-2026 10:00:00",23.7176342,92.7192841,PM10,54,57,56
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","11-02-2026 10:00:00",23.7176342,92.7192841,CO,3,4,3
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","11-02-2026 10:00:00",20.34652,85.81630,PM2.5,65,325,113
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","11-02-2026 10:00:00",22.06156703,85.47409613,PM2.5,30,51,41
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","11-02-2026 10:00:00",21.8004996,83.8396977,PM2.5,29,313,137
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","11-02-2026 10:00:00",20.94185,86.11510,PM2.5,65,243,151
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","11-02-2026 10:00:00",20.94185,86.11510,SO2,3,8,6
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","11-02-2026 10:00:00",20.94185,86.11510,CO,28,90,61
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","11-02-2026 10:00:00","20.48891     ","85.84768     ",NH3,5,7,6
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","11-02-2026 10:00:00","20.48891     ","85.84768     ",CO,46,104,65
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","11-02-2026 10:00:00",21.51161,86.89088,NO2,16,45,27
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","11-02-2026 10:00:00",22.1166054,85.3945546,SO2,8,110,27
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","11-02-2026 10:00:00",22.1166054,85.3945546,CO,7,70,38
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","11-02-2026 10:00:00",21.941841,86.728318,PM10,96,151,117
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","11-02-2026 10:00:00",21.941841,86.728318,NO2,NA,NA,NA
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","11-02-2026 10:00:00",21.941841,86.728318,NH3,NA,NA,NA
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","11-02-2026 10:00:00",20.240790,85.836784,NH3,4,9,6
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","11-02-2026 10:00:00",18.530085,73.849598,CO,73,111,92
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","11-02-2026 10:00:00",17.6336264,75.9132495,SO2,4,13,8
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","11-02-2026 10:00:00",17.65439,75.90649,PM2.5,66,201,102
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","11-02-2026 10:00:00",17.65439,75.90649,OZONE,4,49,28
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","11-02-2026 10:00:00",19.26777,72.97182,PM10,73,122,94
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","11-02-2026 10:00:00",19.26777,72.97182,NO2,36,136,67
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","11-02-2026 10:00:00",26.470859,74.646594,OZONE,11,172,32
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","11-02-2026 10:00:00",27.554793,76.611536,OZONE,8,78,22
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","11-02-2026 10:00:00",27.215415,77.50873,PM2.5,29,127,70
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","11-02-2026 10:00:00",27.215415,77.50873,PM10,61,167,98
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","11-02-2026 10:00:00",27.215415,77.50873,OZONE,11,116,21
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","11-02-2026 10:00:00",24.892047,74.623527,NH3,14,31,20
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","11-02-2026 10:00:00",28.296139,74.961696,PM2.5,36,339,169
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","11-02-2026 10:00:00",26.895552,76.334753,NO2,10,52,24
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","11-02-2026 10:00:00",26.895552,76.334753,NH3,11,16,13
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","11-02-2026 10:00:00",26.699557,77.898881,PM2.5,42,240,94
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","11-02-2026 10:00:00",26.699557,77.898881,SO2,5,7,6
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","11-02-2026 10:00:00",23.837789,73.714926,OZONE,9,127,16
